titre,date,extrait
Le Financial Times désigne Attijariwafa bank « meilleure banque marocaine de l’année »,2016-12-29,Le groupe Attijariwafa bank s’est récemment vu décerner trois prix à Londres.
Caisse des Retraites: Les responsables auraient menti au gouvernement,2016-12-27,"La commission d’enquête parlementaire chargée du dossier de la Caisse marocaine de retraite (CMR) est en train de finaliser son rapport, après avoir auditionné un certain nombre de responsables de la caisse, dont le directeur général. Les membres de la commission, ont auditionné également le ministre de l’économie et des finances et même le chef du gouvernement, Abdelilah Benkirane, en tant que président du conseil d’administration de la CMR."
Un Marocain sollicité par les plus grandes entreprises du Japon,2016-12-26,"Ahmed Lamataout est natif de Marrakech et s’est illustré par ses compétences dans le domaine de la gestion touristique. Après un passage très remarqué et apprécié aux Emirats et en Malaisie où il a piloté des complexes touristiques, Ahmed Lamataout s’installe au Japon pour poursuivre la même activité. Mais son ambition l’a poussé à scruter d’autres horizons. Il a fini par mettre le cap sur l’industrie automobile, notamment au sein de l’un des plus grands constructeurs, en l’occurrence « SBT Japan »."
Etihad Airways va promouvoir le tourisme chinois au Maroc,2016-12-26,"Etihad Airways, la compagnie aérienne nationale des Emirats arabes unis, a annoncé ce lundi la campagne «1000 visiteurs chinois au Maroc» avec le Beijing Yougo World International Travel Service Co. Ltd. (Uniway), le plus grand voyagiste chinois spécialisé dans le tourisme émetteur au Moyen-Orient et en Afrique."
Le Morocco Mall a reçu 18 millions de visiteurs en 2016,2016-12-24,"Le Morocco Mall, l’un des plus grands centres commerciaux d’Afrique, a reçu en 2016 près de 18 millions de personnes, selon un communiqué de la direction. Celle-ci indique que par occasions, ce sont 120 mille personnes qui visitent ce haut lieu du shopping et du divertissement par jour, notamment pendant les fêtes, les vacances solaires, les soldes et les sports extrêmes."
92% de la volaille commercialisée au Maroc ne subit aucun contrôle,2016-12-24,"Une récente étude portant sur les conditions d’abattage, de distribution et de vente de la volaille au Maroc, montre que près de 15 mille unités spécialisées ne subissent aucun contrôle et fonctionnent dans une anarchie totale. Ainsi, 92% de la volaille écoulée sur le marché marocain ne répond à aucune norme d’hygiène, dont 20% de dindes."
Le Roi lance des travaux pour le recasement des bidonvilles à Marrakech,2016-12-23,Partageons un autre regard sur l'actualité
Augmentation du prix du ticket de tram à Casablanca (vidéo),2016-12-23,"La direction générale de Casa Transports a annoncé que le prix du ticket de tramway va connaître une augmentation de 1 dh à partir du 1er janvier 2017, et passera de 6 à 7 dh."
Marchés africains: BMCE se mobilise pour accompagner le secteur pharmaceutique,2016-12-23,"BMCE Capital réaffirme son engagement pour accompagner le développement international du tissu industriel marocain, en partageant son expertise. Elle a organisé une rencontre avec l’AMIP – Association Marocaine de l’Industrie Pharmaceutique – le 22 décembre dernier, sous le thème de « l’industrie pharmaceutique face à l’évolution du marché de change marocain »."
Le Maroc premier client de l’armement français en Afrique du nord,2016-12-23,"Un récent rapport d’un institut de défense indique que le Maroc est considéré comme le premier client de l’industrie française d’armement. Cependant, les Français poussent le royaume à intensifier ses achats, puisque jusqu’à présent, les acquisitions concernent essentiellement des équipements technologiques et du matériel militaire, rapporte le quotidien Al Massae."
Visite guidée du nouveau terminal de l’aéroport Marrakech-Menara (VIDEO),2016-12-21,Partageons un autre regard sur l'actualité
Pourquoi le tourisme au Maroc se porte bien,2016-12-21,La destination Maroc a connu un bon comportement en 2016 malgré un environnement international très défavorable. Explications et perspectives. 
Tourisme: les recettes en devises à fin novembre 2016,2016-12-21,Partageons un autre regard sur l'actualité
Un nouveau plan de départs volontaires chez Maroc Telecom,2016-12-21,"Une note de service diffusée par la direction des Ressources Humaines informe tous les employés d’une offre de départ volontaire. Il s’agit pour Maroc Telecom de faire d’une pierre deux coups. Tout d’abord, alléger une masse salariale devenue très lourde avec plus de 9.000 employés. Ensuite, « cette opération intervient dans un contexte précis, marqué par les évolutions technologiques que connait le secteur des télécoms et afin de rajeunir et adapter les ressources aux nouveaux métiers de l’entreprise », explique une source proche du management au quotidien L’Economiste."
Les banques participatives seront lancées avant la fin de l’année selon Jouahri,2016-12-21,"Le Wali de Bank Al Maghrib, Abdellatif Jouahri, a affirmé que le lancement au Maroc des banques participatives sera fait « avant fin 2016 »."
En quoi consiste le réaménagement de la corniche de Ain Diab?,2016-12-20,"Ce projet d’envergure se veut ainsi un vecteur essentiel pour promouvoir l’attractivité du littoral de Casablanca, selon des normes urbanistiques modernes et parfaitement compatibles avec les besoins de développement urbain que connait la ville à tous les niveaux et les besoins de promouvoir ses atouts touristiques."
Bank Al Maghrib maintient inchangé son taux directeur,2016-12-20,"Bank Al Maghrib (BAM) a décidé de maintenir inchangé, pour la 4è fois consécutive, le taux directeur à 2,25%, vu que son niveau actuel continue d’assurer des conditions monétaires appropriées."
Grand lifting de la corniche de Casa pour plus de 100 millions de dirhams,2016-12-20,"Ce projet s’inscrit dans le cadre de la mise en œuvre de la convention relative à la valorisation du littoral de la Région de Casablanca-Settat, signée le 26 septembre 2014 sous la présidence du Roi. La convention prévoit également l’aménagement des corniches d’El Hank, de Dar Bouaâzza (projets déjà lancés par le Souverain), d’Aïn Sebaâ et de Mohammedia, pour une enveloppe budgétaire globale de 700 millions de dirhams."
L’Airbus A380 d’Emirates pourra bientôt se poser à Casablanca,2016-12-19,"Après d’âpres négociations avec l’office national des aéroports (ONDA), un accord a enfin pu être conclu et la compagnie aérienne Emirates a annoncé, ce lundi, qu’elle opérera le premier vol commercial en Airbus A380 vers le Maroc et l’Afrique du Nord, le 26 mars 2017, sur la ligne Dubaï-Casablanca."
Le lait en poudre hors de portée d’une grande partie de la population marocaine,2016-12-19,"Un récent rapport de la Canadean Ltd, spécialisée dans l’étude des marchés et de la consommation, indique que les produits alimentaires destinés aux enfants, dont le lait en poudre et d’autres produits industriels, demeurent hors de portée d’une très grande frange de la population marocaine."
Le Roi lance les travaux d’un centre médical à Dar Bouaaza,2016-12-19,Ce projet solidaire est le troisième du genre après ceux en cours de réalisation aux quartiers Beni Makada à Tanger et Sidi Moumen à Casablanca.
"Réductions, tirage au sort…l’ONCF poursuit son opération séduction",2016-12-19,"L’Office national des Chemins de Fer (ONCF) a annoncé le lancement, du 19 décembre au 9 janvier, d’offres spéciales fin d’année à ses clients sous le thème « des réductions pour chacun et un cadeau pour tous », leur permettant de profiter de prix réduits, de cadeaux et d’exprimer leurs attentes en vue d’améliorer les services."
La ligne à Grande Vitesse Marrakech-Agadir attire les Chinois,2016-12-19,"C’est la seconde fois que Rabie Lakhli,  le directeur général de l’ONCF reçoit la société chinoise des chemins de fer, China Railway. Le séjour des représentants chinois a été rempli de réunions, concertations techniques et visites de terrain en vue de la mise en œuvre du projet de Ligne à Grande Vitesse (LGV) Marrakech-Agadir. La précédente visite des Chinois s’est déroulée le 20 juin 2016 où ils avaient été initiés au plan et aux perspectives d’extension de la ligne grande vitesse vers la capitale du Souss. China Railways lorgne le contrat depuis un long moment, puisqu’il s’agit de plusieurs milliards de dirhams."
Qui arrêtera la hausse des prix des carburants au Maroc ?,2016-12-19,"Une tendance haussière inquiétante s’affiche sur les prix des carburants au Maroc. Depuis le vendredi 16 décembre, le prix du gasoil a grimpé à 9.05 dhs et celui de l’essence a approché la barre de 10.50 dhs. Et qui dit hausse du prix du gasoil, dit que tous les prix des produits de consommation vont augmenter sensiblement, puisque les transporteurs répercutent automatiquement ces hausses sur le consommateur. D’ailleurs, il suffit de faire un petit tour dans les marchés du royaume, pour constater la hausse des prix de plusieurs produits, notamment les légumes à forte consommation."
Des journalistes russes à la découverte de Ouarzazate,2016-12-18,"Un groupe de 41 journalistes russes est en une visite du 18 au 19 décembre, à Ouarzazate avec pour objectif de découvrir les grandes potentialités touristiques dont regorge la région."
Karim Tazi se retire du champ médiatique,2016-12-16,"Le tonitruant homme d’affaires, Karim Tazi, le patron du géant des matelas et de la literie au Maroc Richbond s’est résolu à quitter le champ médiatique marocain indique l’hebdomadaire Challenge."
"Avec Tanger City Mall, vous pouvez gagner un voyage à New-York",2016-12-16,Tanger City Mall fête la fin d’année en organisant une tombola avec des cadeaux à gagner. 
Une unité marocaine habille l’armée et la police de Côte d’Ivoire,2016-12-16,"Une convention de partenariat portant projet d’installation, à Abidjan, d’une unité industrielle de confection intégrée de tenues et uniformes pour les services de sécurité et de défense ivoiriens, a été paraphée jeudi dernier 8 décembre 2016, dans la métropole économique ivoirienne, par le Groupe marocain SEFITA et son homologue ivoirien SEIFA."
Atlas Hospitality scelle un partenariat avec le géant touristique allemand FTI,2016-12-15,"Durant la période 2010-2015, le marché allemand a progressé de 20%. Le client allemand est l’un des rares en Europe à voyager deux fois par an en raison du fort pouvoir d’achat et du faible niveau de chômage."
Les grandes ambitions de l’Université Mohammed VI de Casablanca,2016-12-15,"Cette université, composée de quatre facultés et de trois grandes écoles, à savoir la Faculté de médecine, la Faculté de médecine dentaire, la Faculté des sciences et techniques de santé ainsi que l’École internationale de santé publique, l’École des techniciens en génie biomédicale et l’école des ingénieurs en génie biomédical, est la première du genre au Maroc. Elle se positionne comme un acteur majeur sur les plans régional et international en matière de formation dans le domaine de la santé et de la recherche."
Excès de vitesse: l’administration veut faciliter les procédures avec le citoyen,2016-12-15,"Le Ministère de l’Équipement, du transport et de la logistique a annoncé que le traitement des réclamations et des déclarations concernant les infractions d’excès de vitesse, constatées par les radars fixes, se fera, à partir du lundi 2 janvier 2017, au niveau des services du transport routier situés aux Directions provinciales du ministère."
Wafasalaf reçoit le trophée « Entreprise financière de l’année » en Afrique du Nord aux The European’s Global Business Awards 2016,2016-12-14,"COMMUNIQUÉ – Laila Mamou en sa qualité de Présidente du Directoire de Wafasalaf, a reçu le prix de l’Entreprise financière de l’année en Afrique du Nord aux Global Business Awards 2016 organisés par le prestigieux magazine The European lors d’une cérémonie à Londres. La filiale d’Attijariwafa Bank et du Crédit Agricole Consumer Finance (CACF), leader du crédit à la consommation au Maroc reçoit ainsi une distinction continentale, fruit d’un investissement de vingt-cinqannées en faveur de la démocratisation du crédit à la consommation, de la modernisationdes circuits financiers et du mieux-vivredes ménages marocains. Avec un capital humain de 833 collaborateurs, plus d’un million de clients et 1500 points de vente partenaires au Maroc, Wafasalaf détient une part de marché de 33% avec un volume d’encours de près de 26 milliards de dirhams. Une réussite sectorielle qui fait de Wafasalaf un acteur de référence au Maroc et en Afrique du Nord et une véritable locomotive de développement économique et social."
Nouvelles nominations au Conseil de surveillance et au Comité d’audit de Maroc Telecom,2016-12-14,"M. Al Abdooli est Directeur Général du Groupe Etisalat et opère comme Directeur Général d’Etisalat aux Emirats Arabes Unis, a indiqué Maroc Telecom dans un communiqué."
Inauguration officielle de l’opération « France Bon Appétit »,2016-12-14,"COMMUNIQUÉ – Du Maroc, la France à portée de main! À partir du 16 décembre 2016 au 02 janvier 2017, les magasins Marjane du Royaume accueilleront la 2ème édition de l’opération «France Bon Appétit». Appuyée et promue par le Ministère français de l’Agriculture, de l’Agroalimentaire et de la Forêt. Une fois de plus, la qualité et la festivité des produits français seront mises à l’honneur en fin d’année! Après le succès retentissant enregistré par la première édition organisée en 2015, l’opération «France Bon Appétit», fruit de la volonté du Ministère français de l’Agriculture de l’Agroalimentaire et de la Forêt de promouvoir les produits alimentaires de l’hexagone, est considérée aujourd’hui comme une vitrine pour leur valorisation auprès de la population marocaine."
CIH Bank de nouveau primée!,2016-12-14,"COMMUNIQUÉ –  Après un premier prix remporté lors de l’African Cristal Festival pour la campagne Pré-Roll, CIH Bank se voit à nouveau primée à l’African Digital Summit pour la campagne CODE 30. Une campagne qui met en avant le compte bancaire gratuit pour les jeunes de moins de 30 ans."
"Tanger-Med, le plus grand port à conteneurs en Afrique, fonctionne à plein régime",2016-12-13,"Le Port Tanger-Med, situé sur l’un des chemins commerciaux les plus stratégiques au monde, est en passe de renforcer sa position en tant que premier port à conteneurs en Afrique, écrit lundi la revue panafricaine African Business."
Voici le Top Ten des plus grosses fortunes arabes,2016-12-12,"La revue Forbes vient de publier sa liste des plus grosses fortunes du monde arabe. Et comme d’habitude, c’est le prince saoudien Walid Ben Talal qui occupe la tête du podium. Il est suivi de Mohammed Al Amoudi, que les Marocains connaissent bien, puisque c’est lui le propriétaire de la raffinerie Samir."
Une offre premium de formation pour les jeunes chercheurs d’emploi,2016-12-09,"L’ANAPEC et OpenClassrooms, leader européen de  l’éducation en ligne, ont décidé de s’associer pour favoriser l’insertion professionnelle des demandeurs d’emploi marocains. Une Convention de partenariat a été signée ce mercredi 7 décembre à Casablanca. Les chercheurs d’emploi inscrits à l’ANAPEC peuvent désormais bénéficier gratuitement de l’offre Premium Solo d’OpenClassrooms."
Les pays partenaires de l’Accord d’Agadir réunis à Amman,2016-12-09,"L’Unité technique de l’Accord d’Agadir (ATU) a tenu, récemment à son siège à Amman, la deuxième réunion du groupe de travail chargé de l’harmonisation des procédures d’évaluation, de la conformité, des caractéristiques et des réglementations techniques relatives aux produits textiles et vêtements prêts à porter."
Aziz Akhannouch satisfait de la campagne agricole,2016-12-09,"Le ministre de l’Agriculture et de la pêche maritime, Aziz Akhannouch, s’est dit satisfait, jeudi à Casablanca, du déroulement de la campagne agricole 2016-2017 qui s’annonce sous de bons auspices, eu égard aux importantes précipitations qui ont touché dernièrement l’ensemble des régions du Royaume."
Banques islamiques: Boussaid confirme que c’est pour bientôt,2016-12-08,"Le Maroc est à la veille du lancement des premières licences des banques participatives, a indiqué, jeudi à Rabat, le ministre de l’Economie et des finances, Mohamed Boussaid."
Etihad Airways remporte le prix « World’s Leading Airline »,2016-12-08,COMMUNIQUÉ – Etihad Airways a de nouveau remporté le prix « World’s Leading Airline » lors de la 23e cérémonie annuelle de remise des prix des World Travel Awards (WTA) 2016. C’est la huitième année consécutive que la compagnie aérienne reçoit la prestigieuse récompense. L’événement a été organisé devant un public composé notamment de médias internationaux au Sun Siyam Iru Fushi Beach Resort aux Maldives.
"McDonald’s, c’est Halal au Maroc, et voici pourquoi",2016-12-08,"COMMUNIQUÉ – Depuis le début des activités de McDonald’s au Maroc en 1992, le Halal, a toujours constitué un élément fondamental de tous les systèmes d’approvisionnement de McDonald’s Maroc. La chaine d’approvisionnement est en effet conçue et mise en place par une équipe 100% marocaine."
Les ambitions du groupe Orange au Maroc,2016-12-08,COMMUNIQUÉ – méditel devient officiellement Orange à partir de ce jeudi. Cet événement est l’aboutissement du processus de transition qu’a entamé l’opérateur depuis l’entrée du Groupe Orange dans son capital en 2010.
Attijari et United Bank for Africa signent un important Mémorandum d’Entente,2016-12-08,"COMMUNIQUÉ – Dans le cadre de la visite officielle du Roi Mohammed VI au Nigéria, le groupe Attijariwafa bank et United Bank for Africa (UBA), l’une des plus importantes banques au Nigéria et en Afrique, ont scellé un Protocole d’Accord en vue d’établir un cadre de coopération multiforme entre les deux institutions. La cérémonie de signature s’est déroulée devant les deux chefs d’Etat à la résidence présidentielle à Abuja."
Personnaliser son numéro de téléphone? C’est possible au Maroc! (VIDEO),2016-12-07,"COMMUNIQUÉ – C’est une grande première au Maroc ! inwi offre à ses clients la possibilité de choisir eux-mêmes et de personnaliser leurs numéros de téléphone. Date d’anniversaire, de mariage, de remise de diplôme, du premier job… toutes les combinaisons sont désormais possibles afin de disposer d’un numéro d’appel unique et qui vous ressemble."
60% des Marocains conscients des effets des changements climatiques,2016-12-07,"60% des Marocains sont conscients des effets des changements climatiques sur la régularité des pluies, le niveau des températures et le niveau des ressources en eau, selon les résultats de l’Enquête nationale sur la perception par les citoyens des objectifs de développement durable (ODD) et des conditions de leur réalisation au Maroc, réalisée par le Haut-Commissariat au Plan (HCP)."
SAMIR: Un acheteur potentiel visite le site de la raffinerie,2016-12-07,Le syndic chargé de la gestion de la raffinerie SAMIR de Mohammedia a fait visiter le site à un investisseur étranger qui a répondu à l’appel d’offres international. Cette visite a été l’occasion pour ce potentiel acheteur d’avoir une idée globale sur les infrastructures et les possibilités offertes pour relancer la production. Le dossier financier se rapportant à l’endettement et aux litiges avec les créanciers publics et privés a été également étudié.
Les banques islamiques bientôt opérationnelles au Maroc?,2016-12-06,Les banques islamiques commenceront à fournir leurs services à partir du mois de janvier 2017. C’est ce qu’a déclaré un responsable de la direction du contrôle bancaire du ministère des finances.
Le salon de l’aménagement intérieur a ouvert à Casa (INDEX North Africa),2016-12-05,"COMMUNIQUÉ – INDEX North Africa, le nouveau salon dédié à l’aménagement intérieur qui vise à unir designers locaux et fournisseurs internationaux de meubles et de décorations, a officiellement ouvert ses portes."
Un nouveau Directeur chez LG ELECTRONICS,2016-12-05,"COMMUNIQUÉ – (LG) a annoncé aujourd’hui que M. Jo Seong-jin, Directeur de sa division Home Appliance & Air Solution (H&A) et l’un des quatre Hommes clés de l’ensemble de l’organisation a été promu au poste de Président de LG Electronics, avec effet immédiat. La responsabilité de M. Jo s’étendra à l’ensemble des unités d’affaires de LG Electronics, y compris H & A (Électroménager & Climatisation), MC (Communications mobiles), HE (TV, Audio/Vidéo) et VC (Composants de véhicules) ainsi que la supervision de plus de 120 opérations dans le monde."
L’ONMT met les bouchées doubles pour le tourisme national,2016-12-05,"COMMUNIQUÉ – Dans le cadre de la stratégie de communication et marketing de l’Office National Marocain du Tourisme (ONMT), un ensemble d’actions à l’adresse des professionnels et de la presse ont été initiées par les délégations ONMT à l’étranger en partenariat avec les Conseils régionaux du Tourisme (CRT) des villes de destination."
"Sindibad Beach Resort, un projet qui va changer Casablanca",2016-12-03,"S’étalant sur plus de 20 hectares, l’ensemble résidentiel Sindibad Beach Resort est un projet de la SOMED, qui a pour ambition d’offrir « un cadre de vie hors pair pour les résidents et un havre de verdure pour tous »."
La compagnie « Etihad Airways » recrute à Casablanca,2016-12-03,"COMMUNIQUÉ – Dans le cadre de son expansion et le renforcement de ses équipes, la compagnie aérienne nationale des Emirats arabes unis, Etihad Airways, a lancé une campagne internationale de recrutement de personnel de cabine à travers plusieurs pays. Le Maroc est concerné et une journée d’évaluation et de recrutement se tiendra les 5 et 6 décembre à l’hôtel Sheraton à Casablanca."
La RAM réceptionne son cinquième dreamliner,2016-12-03,Partageons un autre regard sur l'actualité
Une nouvelle distinction pour BMCE Bank of Africa,2016-12-03,"BMCE Bank Of Africa figure désormais dans le palmarès ESG (Environnemental, Social et de Gouvernance) ‘VIGEO EIRIS RANKING EMERGING 70’, dédié aux pays émergents."
Moroccan Digital Awards: et les grands gagnants sont… (VIDEOS),2016-12-03,Le Groupement des Annonceurs du Maroc (GAM) a récompensé lors de la troisième édition de l’African Digital Summit les meilleures entreprises qui se démarquent dans le monde du digital par les trophées des Moroccan Digital Awards.
Maroc-Nigeria: un partenariat pour l’industrie des engrais,2016-12-02,Partageons un autre regard sur l'actualité
Le Maroc signe d’importantes conventions de coopération avec le Nigeria,2016-12-02,Partageons un autre regard sur l'actualité
Construction d’un gazoduc entre le Nigeria et le Maroc,2016-12-02,"Parmi les grands chantiers qui se trouvent à l’ordre du jour des pourparlers du souverain avec le président du Nigéria, la construction d’un gazoduc. Celui-ci traversera des pays de l’Afrique de l’ouest pour se prolonger jusqu’au détroit de Gibraltar. Ainsi, le Maroc contribuera à l’exportation du gaz nigérian vers les pays d’Europe."
"Le business, fer de lance de la diplomatie marocaine en Afrique",2016-12-02,"Depuis l’annonce mi-juillet de son intention de réintégrer l’Union africaine (UA), le Maroc mise particulièrement sur la diplomatie économique pour rallier le maximum de soutiens à sa cause."
"Maroc: La croissance devrait atteindre 4,4% en 2017 selon le FMI",2016-12-02,"La croissance de l’économie marocaine devrait s’accélérer en 2017 pour atteindre 4,4%, a estimé la mission du Fonds monétaire internationale (FMI) au Maroc."
Qui osera racheter la SAMIR?,2016-12-01,"A peine l’appel d’offres relatif à la raffinerie de la SAMIR annoncé, que plusieurs investisseurs manifestent leur intérêt pour l’acquisition de la société."
Attijari inaugure son premier bureau de représentation en Suisse,2016-11-30,"Le groupe Attijariwafa Bank (AWB) a inauguré mardi un bureau de représentation à Genève, le premier du genre en Suisse destiné à constituer un relai de proximité avec les Marocains résidant dans ce pays."
"Pendant la période des fêtes, la satisfaction client est plus importante que jamais",2016-11-29,"Durant la période des fêtes, la priorité des entreprises est de s’assurer que leurs plates-formes sont gérées efficacement, et qu’elles sont prêtes à faire face à un afflux de clients accru. La fin de l’année arrive à grands pas. Pour de nombreuses entreprises, notamment dans le secteur du commerce de détail, elle se traduit par un pic d’activité. Afin d’atteindre leurs objectifs de chiffres d’affaires et d’offrir une expérience d’achat qui fidélisera la clientèle, les détaillants traditionnels et les e-commerçants doivent impérativement être préparés à cette période de frénésie, synonyme d’explosion des ventes."
Qatar Airways renforce son partenariat avec la RAM,2016-11-28,"Le président-directeur général du Groupe Qatar Airways, Akbar Al Baker, a accueilli lundi la presse nationale et internationale lors d’un point presse tenu à Casablanca dans le cadre de la célébration du développement de la compagnie à Marrakech, au début de l’année 2017, ainsi que du premier anniversaire de son partenariat avec Royal Air Maroc. "
41 milliards de dollars « expatriés » du Maroc en 10 ans,2016-11-28,"Alors que le gouvernement n’a réussi à convaincre que près de 1500 personnes à déclarer leurs avoirs à l’étranger et dont le montant ne dépasse pas 3.5 milliards de dirhams, une organisation internationale pour la transparence financière a révélé qu’entre 2004 et 2013, la fuite des capitaux au Maroc a atteint 41 milliards de dollars. Cette tendance augmente chaque année de 11.5%, ce qui hypothèque sérieusement l’effort de développement conclut-elle."
Cop22: le grand bilan de l’Alliance Marocaine pour le Climat,2016-11-25,"A l’issue de la COP22, l’Alliance Marocaine pour le Climat et le Développement Durable (AMCDD), après concertation avec les dynamiques de la société civile environnementale internationale (*), livre sa première analyse des résultats de ce sommet mondial pour le climat, qui vient de  clôturer ses travaux  à Marrakech. Voici le texte dans son intégralité."
« Quartier propre & école propre »: une belle initiative marocaine,2016-11-25,"Inscrit dans le cadre du projet Coproduction de la propreté et Lancé via une plateforme de vote spécialement dédiée, au niveau du Site Web de l’AESVT MAROC (www.aesvt-maroc.com), le concours Quartier propre et école propre a connu un franc succès avec plus de 200.000 votants, 95 quartiers et établissements inscrits."
« Playing for Philharmonie »: une belle aventure humaine de la Société Générale,2016-11-25,"« Playing for Philharmonie de Paris » est un projet original et unique dans le monde de l’entreprise. Il consiste à créer un ensemble musical, composé de 300 collaborateurs issus des rangs du groupe Société Générale en France, au Maroc et au Cameroun. Pendant un an, ces collaborateurs ont intensivement répété, dans leurs pays respectifs, pour préparer un programme à la fois riche, interculturel et contrasté."
Automobile: Signature de 9 contrats d’investissement de 441 millions Dhs,2016-11-24,"En marge de la 5ème édition de l’Automotive meetings Tanger Med, qui a lieu du 23 au 25 du mois en cours, le ministère de l’Industrie, du commerce, de l’investissement et de l’économie numérique vient de signer, mercredi dernier, neuf contrats d’investissement dans le secteur de l’industrie automobile avec des entreprises opérant dans le secteur pour un montant global de 441 millions de dirhams."
Le Maroc signe une transaction de perfectionnement des avions « F16 »,2016-11-24,"Le ministère de la défense américain a annoncé que le Maroc a signé une transaction avec le géant de l’industrie aéronautique américain, Lockheed Martin pour le perfectionnement et le développement de sa flotte d’avions de chasse F16. Le coût de la transaction est de 16,3 millions de dollars (environ 114, 46 millions de dirhams)."
Vers une sortie de crise de la SAMIR?,2016-11-23,"La reprise de l’activité de raffinage du pétrole de la SAMIR sera la condition sine qua non pour l’acquisition de la société par d’éventuels investisseurs, a indiqué le syndic chargé par la justice de la gestion de la raffinerie SAMIR."
Station d’épuration de Marrakech: un incroyable projet de la RADEEMA,2016-11-22,"Guidée par une volonté de servir la cité ocre dans le respect des éco-pratiques, la RADEEMA (Régie Autonome de Distribution d’Eau et d’Electricité de Marrakech) a annoncé la concrétisation d’un plan d’investissement."
"Menara Holding, l’engagement citoyen au service de l’environnement",2016-11-22,"Depuis bientôt 10 ans, MENARA HOLDING s’efforce, dans ses carrières, de respecter les ressources rares. Celles-ci sont presque toutes équipées d’un système certes coûteux (800000 euros), mais qui a permis de faire passer la consommation d’eau de 400 m3/heure à moins de 40 m3 aujourd’hui: l’eau usée passe par un clarificateur puis est réutilisée à 95%. Depuis plusieurs mois, l’entreprise travaille à la récupération des boues argileuses mêlées à l’eau afin d’en faire des briques en argile cru."
La BCP accompagne en force le secteur bancaire malgache,2016-11-22,BCP s’investit dans l’accompagnement du secteur bancaire malgache en matière de bancarisation et d’inclusion financière.
Mémorandum d’Entente entre la BNI Madagascar et Attijariwafa bank,2016-11-22,"Le groupe Attijariwafa bank et BNI Madagascar, première banque malgache, ont scellé un Protocole d’Accord en vue d’établir une coopération étroite et multiforme. La cérémonie de signature s’est déroulée devant les deux chefs d’Etat au palais présidentiel à Antananarivo."
Attijariwafa bank et Commercial Bank of Ethiopia signent un protocole d’accord,2016-11-22, 
"L’GeekWeek, la semaine de l’informatique, c’est pour très bientôt !(vidéos)",2016-11-21,"Durant ses éditions précédentes à Tanger et Kenitra, L’Geek Week, la première semaine informatique au Maroc, a pu impliquer les jeunes marocains à travers son programme authentique et diversifié."
95 milliards de dirhams des cotisations des retraites évaporés,2016-11-21,"Alors que le DG dilapidait l’argent des cotisations des fonctionnaires, le gouvernement institue une réforme qui va leur faire payer les erreurs et les dysfonctionnements du management de la caisse."
Les autoroutes du Maroc paralysées par une grève,2016-11-21,Les autoroutes du Maroc connaissent actuellement de sérieuses perturbations à cause d’une grève décrétée par le bureau du syndicat National des employés des centres d’exploitation de la Société Nationale des Autoroutes du Maroc (ADM).
"Le Maroc et l’Ethiopie lancent un Mégaprojet industriel de 3,7 milliards de dollars",2016-11-19,"« Ce Mégaprojet industriel nécessitera un investissement de 2,4 milliards de dollars dans sa première phase, afin de produire 2,5 millions de tonnes/an d’engrais d’ici 2022. Ce qui rendra l’Ethiopie autosuffisante en engrais, avec un potentiel à l’export. Un investissement additionnel de 1,3 milliard de dollars est prévu d’ici à 2025, pour atteindre une capacité totale de 3,8 millions de tonnes/an d’engrais, pour soutenir la croissance de la demande locale », a-t-il souligné."
Maroc-Ethiopie: Signature de 7 conventions et accords bilatéraux Public/Public,2016-11-19,"Ainsi, il a été procédé à la signature d’un mémorandum d’entente sur la coopération économique, scientifique, technique et culturelle, par M. Nasser Bourita, ministre délégué aux Affaires Etrangères et de la Coopération et M. Taye Atske Selassie, ministre d’Etat éthiopien aux Affaires Etrangères."
Le Maroc réalisera 1000 stations de dessalement de l’eau de mer,2016-11-19,"En marge de la COP22 , la société marocaine d’équipement industriel a signé un contrat de partenariat avec la société suisse Green world suisse, en vue de construire 1000 stations de dessalement de l’eau de mer au Maroc et en Afrique, d’une capacité de 900 mille m3 par an."
Les gestes écolos à ne pas oublier sur votre lieu de travail,2016-11-17,"Au bureau, vous pouvez accomplir beaucoup de gestes simples et écologiques. Ils vous semblent anodins, alors que conjugués aux efforts d’un maximum de personnes, ils ont un impact considérable sur l’environnement. En effet, la surexploitation des ressources naturelles est liée à l’usage intempestif de l’énergie, à la consommation effrénée de papiers, de fournitures et de matériels informatiques. Des progrès sur l’état de la planète peuvent donc être réalisés si vous adoptez une attitude positive en changeant vos habitudes relatives aux déplacements professionnels, à l’utilisation des équipements informatiques et même à votre alimentation."
Le Fonds Abou Dhabi prête 40 millions de dollars pour le TGV Tanger-Casa,2016-11-16,Le Fonds Abou Dhabi pour le développement (ADFD) a accordé au Maroc un prêt additionnel de 40 millions de dollars (USD) pour financer la ligne ferroviaire à grande vitesse (LGV) Tanger-Casablanca.
"Avec la SNCF, l’ONCF se met au service du développement durable",2016-11-16,Un partenariat entre l’ONCF et la SNCF permettra aux deux entreprises de coopérer dans les secteurs du développement durable et de la responsabilité sociétale et de mettre ensemble leur expérience au service des réseaux ferrés africains. 
L’OCP contribue à la construction d’un grand complexe d’engrais en Ethiopie,2016-11-15,"L’Ethiopie vient d’annoncer, selon les médias locaux, la construction d’un complexe spécialisé dans la fabrication des engrais, en partenariat avec l’OCP (Office Chérifien du Phosphate)."
