titre,date,extrait
Guerre en Ukraine: les exportateurs d’agrumes marocains trinquent,2022-03-04,"Les exportateurs d’agrumes, notamment ceux de la région de Souss Massa, sont durement impactés par la crise ukrainienne car 25 à 30% de leur production sont exportés vers la Russie."
Inflation: le gouvernement n’écarte pas d’éventuelles subventions,2022-03-03,"Le ministre délégué auprès du chef du gouvernement chargé des Relations avec le parlement, Porte-parole du gouvernement, Mustapha Baitas, a affirmé, jeudi à Rabat, qu’un dialogue est ouvert avec les professionnels pour étudier la possibilité de subventionner certains produits pour que le citoyen ne subisse pas les répercussions de la hausse de leurs prix."
Ramadan: le ministre de l’intérieur rassure sur l’abondance de l’offre,2022-03-03,"Le stock et les quantités des denrées alimentaires et autres produits de base sont suffisants pour répondre à la demande pendant le Ramadan et les mois suivants, a souligné jeudi le ministère de l’Intérieur."
Légalisation du cannabis au Maroc: voici les provinces où les cultures seront autorisées,2022-03-03,"Le Maroc continue de compléter son arsenal législatif encadrant la culture du cannabis. Ce jeudi 3 mars, le gouvernement a adopté un projet de décret fixant les provinces où ces cultures du kif seront autorisées."
"Marché du travail: «au Maroc, plus de mixité implique plus de croissance»",2022-03-03,"La « faible » présence des femmes dans le marché du travail a impacté négativement l’évolution du niveau de vie au Maroc, ressort-il d’un policy bref de la Direction des études et des prévisions financières (DEPF) relevant du ministère de l’Economie et des finances."
Guerre en Ukraine: le baril de Brent frôle 120 dollars,2022-03-03,"Les cours du pétrole ont repris leur escalade jeudi, le WTI dépassant 115 dollars le baril, un record depuis 2008, et le Brent frôlant 120 dollars, toujours dopés par les incertitudes sur l’approvisionnement générées par la guerre en Ukraine."
"Automobile: le marché marocain recule de 5,5% en février 2022",2022-03-03,"Les ventes de voitures neuves au Maroc se sont établies à 25.936 unités à fin février 2022, en baisse de 5,5% par rapport à la même période de 2021, ressort-il des statistiques mensuelles de l’Association des importateurs de véhicules automobiles au Maroc (AIVAM)."
Les aviculteurs veulent moderniser les abattoirs,2022-03-03,"Le directeur de la Fédération interprofessionnelle du secteur avicole au Maroc (FISA), Chaouki Jerrari, a appelé, mercredi à Casablanca, à une mise à niveau des conditions d’abattage dans les abattoirs de manière à offrir au consommateur un produit respectant les normes d’hygiène et de sécurité alimentaire."
Fiscalité: les produits sucrés dans la ligne de mire des députés,2022-03-03,"L’application de la taxe intérieure de consommation (TIC) sur les produits industrialisés contenant du sucre a été au centre d’un débat organisé, mercredi, conjointement par la commission des finances et du développement économique à la Chambre des représentants et la commission des finances, de la planification et du développement économique à la Chambre des conseillers."
"Inflation, pression budgétaire, baisse du PIB… les conséquences économiques de la guerre en Ukraine sur le Maroc",2022-03-02,"Le Maroc, qui importe la quasi-totalité de son énergie et la moitié de ses céréales, se trouve directement impacté par les conséquences économiques de l’offensive lancée par la Russie sur l’Ukraine. Explications."
Israël va former et embaucher des étudiants marocains en high-tech,2022-03-02,"Israël a annoncé, ce mercredi 2 mars, le lancement prochain d’un projet pour former des étudiants arabes, dont des Marocains, en high-tech et de les embaucher."
MRE: plus de 6 milliards de dirhams de transferts en janvier 2022 (Office des changes),2022-03-02,"Les transferts de fonds effectués par les Marocains résidant à l’étranger (MRE) se sont établis à 6,09 milliards de dirhams (MMDH) à fin janvier 2022 contre plus de 6,74 MMDH durant la même période un an auparavant, selon l’Office des changes."
"Hassan Sentissi, président de l’ASMEX: «Nous continuerons d’exporter vers la Russie»",2022-03-02,"Un partenariat économique solide lie le Maroc à la Russie. Mais, au vu de la conjoncture actuelle, cette coopération pourrait en être sérieusement affectée. Hassan Sentissi El Idrissi, président de l’Association marocaine des exportateurs (ASMEX), assure à H24Info que «pour le moment les exportations se déroulent en toute normalité»."
Clause de mobilité géographique: ce qu’il faut savoir,2022-03-02,"La clause de mobilité géographique, prévu dans le contrat de travail, permet à l’employeur de modifier l’affectation du salarié, sans l’accord préalable de ce dernier. Que dit la loi? Et comment s’applique cette clause? Eclairage de Me Adil Daoui, avocat au Barreau de Casablanca."
"Guerre en Ukraine: le baril de pétrole au-dessus de 110 dollars, un record depuis 2013",2022-03-02,"Le prix du baril de pétrole de WTI américain a dépassé mercredi les 110 dollars, un record depuis 2013, poussé par la guerre en Ukraine qui continue d’alimenter les craintes quant à l’approvisionnement de cette matière première cruciale. Vers 8h30 à Paris, le West Texas Intermediate (WTI) a atteint 110,18 dollars le baril, quelques heures après que le Brent a également dépassé le seuil des 110 dollars."
"Au Maroc, les taux des crédits conso sont en baisse, selon BAM",2022-03-02,"Selon Bank Al-Maghrib, les taux appliqués aux nouveaux crédits accordés aux ménages ont stagné au cours du 4e trimestre de l’année 2021."
"Guerre en Ukraine: blé, maïs, aluminium… les prix des matières premières flambent",2022-03-02,"Les cours des matières premières sont au plus haut depuis 2009, dans la foulée du conflit armé entre la Russie et l’Ukraine."
"Nizar Baraka: le taux de remplissage des barrages avoisine 32,7% à fin février",2022-03-01,"Le ministre de l’équipement et de l’eau, Nizar Baraka, a indiqué, mardi à Rabat, que les retenues des barrages dans le Royaume, ont atteint, à fin février dernier, environ 5,3 milliards de mètres cubes (m3), soit un taux de remplissage de l’ordre de 32,7 % contre 49,1 % à la même période l’année dernière."
Automobile: le Turc Martur Fompak ouvre une usine à Tanger,2022-03-01,"L’équipementier automobile turc « Martur Fompak International » a inauguré, mardi, une unité industrielle à Tanger Automotive City, située dans la plateforme industrielle Tanger Med, en présence du ministre de l’Industrie et du commerce, Ryad Mezzour."
"Tourisme: 34 vols attendus, ce mardi 1er mars, à Marrakech",2022-03-01,"La relance du tourisme se confirme pour Marrakech. Pour cette seule journée du mardi 1er mars, l’aéroport de la ville ocre attend 34 vols en provenance des marchés émetteurs traditionnels."
"Vidéo. L’ultimatum de la maire de Rabat aux restaurateurs, cafetiers et commerçants",2022-03-01,"Asmaa Ghlalou, maire de Rabat, a lancé un ultimatum aux restaurateurs, cafetiers et commerçants de la capitale pour qu’ils régularisent leur situation. Explications."
Rapport: plus d’un salarié sur deux au Maroc ne dispose d’aucun contrat avec l’employeur,2022-03-01,"Par ailleurs, moins de la moitié des salariés (45,4%) disposent d’un contrat formalisant leur relation avec l’employeur. Cette part s’élève à 59,1% parmi les femmes contre 41,9% parmi les hommes, précise le HCP dans sa note sur les principales caractéristiques de la population active occupée en 2021."
Emploi: le programme Awrach couvre désormais tout le territoire national,2022-03-01,"Le programme Awrach sera généralisé à l’ensemble du territoire national à partir du 1er mars 2022, a annoncé, lundi, le département du Chef de gouvernement dans un communiqué."
Produits de consommation: les prix scrutés de très près par les autorités,2022-02-28,"Pour éviter des débordements comme ceux qui ont lieu il y a une semaine dans un souk hebdomadaire près de Kénitra, les autorités multiplient les descentes dans les marchés pour surveiller de près les prix pratiqués par vendeurs et commerçants."
Maroc-Ukraine: quelles relations économiques ?,2022-02-28,"Le Maroc entretient des relations diplomatiques avec l’Ukraine depuis juin 1992, soit moins d’un an après l’indépendance de ce pays de l’ex-URSS. Voici l’essentiel des relations qu’entretiennent Rabat et Kiev et qui portent essentiellement sur le plan économique."
L’ONEE a investi plus de 9 milliards de dirhams en 2021,2022-02-28,"L’Office national de l’électricité et de l’eau potable (ONEE) a investi plus de 9 milliards de dirhams (MMDH) en 2021, avec une montée en puissance de grands projets structurants."
"Le coworking, un business en plein boom!",2022-02-28,"Le coworking, un business à fort potentiel qui est convoité par les grands groupes immobiliers mais aussi par les petites structures souhaitant tirer parti de cette manne, étend désormais sa toile, spécifiquement dans un contexte de crise sanitaire où un grand nombre d’entreprises ont décidé de maintenir leurs employés hors bureaux."
"Face aux sanctions, le rouble s’effondre, la Bourse de Moscou reste fermée",2022-02-28,"Le rouble a battu lundi des records historiques de faiblesse face au dollar et à l’euro, du fait des sanctions imposées en raison de l’invasion russe de l’Ukraine, si bien que la Bourse de Moscou a maintenu ses portes closes."
Partenariat économique: le Maroc renforce ses liens avec la province chinoise de Shandong,2022-02-28,"Le Maroc et la province chinoise de Shandong ont lancé, lundi, un dialogue sur les moyens de renforcer le partenariat économique entre le Royaume et cette province considérée comme l’un des principaux moteurs de l’économie de la Chine."
Cosmétiques bio: le Maroc veut se positionner à l’international,2022-02-28,"Les participants à un webinaire organisé, récemment par l’Association marocaine des exportateurs (ASMEX) en partenariat avec la FAMIbio, ont discuté des opportunités d’exportation des produits cosmétiques Bio."
Rissana Offshore: Chariot Limited obtient officiellement sa licence,2022-02-28,"La compagnie Chariot Limited a officiellement obtenu la licence «Rissana Offshore» en partenariat avec l’Office National des Hydrocarbures et des Mines (ONHYM), qui détiendra une participation de 25%."
"Industrie: les coûts de production repartent à la hausse en 2022, selon le HCP",2022-02-28,"L’indice des prix à la production du secteur des « Industries manufacturières hors raffinage de pétrole » a enregistré une hausse de 2,5% au cours de janvier 2022 par rapport au mois de décembre 2021, selon le Haut-Commissariat au Plan (HCP)."
BAM: les indicateurs hebdomadaires en 5 points clés,2022-02-27,Voici cinq points clés des indicateurs hebdomadaires de Bank Al-Maghrib (BAM) au titre de la période allant du 17 au 23 février 2022:
Bourse de Casablanca: l’essentiel du résumé hebdomadaire,2022-02-26,Voici l’essentiel du résumé hebdomadaire de la Bourse de Casablanca pour la semaine allant du 21 au 25 février 2022 :
Covid-19: prolongation de l’octroi de l’indemnité forfaitaire aux salariés et stagiaires de plusieurs acteurs touristiques,2022-02-26,La Caisse Nationale de Sécurité Sociale (CNSS) a annoncé samedi la prolongation jusqu’au 31 mars prochain de l’octroi de l’indemnité forfaitaire au profit des salariés et stagiaires de plusieurs acteurs exerçant dans certains sous-secteurs du tourisme ayant été impactés par la pandémie « Covid-19 ».
